 # step, time, energy, temperature, pressure, virial, density
           0   0.0000000000000000        4.6310659398978498E-003   250.00000000000000        1.5843950697461185E-005  -7.3145178289646634E-004   1.9973999999999999E-002
           1   4.9999998263542276        4.6318172809567092E-003   249.97436955953904        1.5842071276945400E-005  -7.2525509455378999E-004   1.9973999999999999E-002
           2   9.9999996527084551        4.6325635780840651E-003   249.94776264704078        1.5840126690965418E-005  -7.1897681088397148E-004   1.9973999999999999E-002
           3   14.999999479062684        4.6333048065169830E-003   249.92022210429442        1.5838119801347790E-005  -7.1262057788416485E-004   1.9973999999999999E-002
           4   19.999999305416910        4.6340409431444261E-003   249.89179079426665        1.5836053472926674E-005  -7.0619008158475597E-004   1.9973999999999999E-002
           5   24.999999131771141        4.6347719664829633E-003   249.86251154146012        1.5833930569569389E-005  -6.9968904320410542E-004   1.9973999999999999E-002
           6   29.999998958125367        4.6354978566521031E-003   249.83242707339625        1.5831753950268484E-005  -6.9312121419241900E-004   1.9973999999999999E-002
           7   34.999998784479594        4.6362185953493038E-003   249.80157996334992        1.5829526465309078E-005  -6.8649037118250899E-004   1.9973999999999999E-002
           8   39.999998610833821        4.6369341658246774E-003   249.77001257445642        1.5827250952519920E-005  -6.7980031086570030E-004   1.9973999999999999E-002
           9   44.999998437188047        4.6376445528554079E-003   249.73776700530476        1.5824930233616102E-005  -6.7305484481148463E-004   1.9973999999999999E-002
          10   49.999998263542281        4.6383497427199228E-003   249.70488503712733        1.5822567110641181E-005  -6.6625779424972357E-004   1.9973999999999999E-002
          11   54.999998089896508        4.6390497231718411E-003   249.67140808268618        1.5820164362515871E-005  -6.5941298483426769E-004   1.9973999999999999E-002
          12   59.999997916250734        4.6397444834137182E-003   249.63737713695130        1.5817724741700069E-005  -6.5252424140680083E-004   1.9973999999999999E-002
          13   64.999997742604961        4.6404340140706272E-003   249.60283272965788        1.5815250970974529E-005  -6.4559538277951783E-004   1.9973999999999999E-002
          14   69.999997568959188        4.6411183071635815E-003   249.56781487982130        1.5812745740347919E-005  -6.3863021655492639E-004   1.9973999999999999E-002
          15   74.999997395313414        4.6417973560828520E-003   249.53236305228197        1.5810211704094562E-005  -6.3163253400064104E-004   1.9973999999999999E-002
          16   79.999997221667641        4.6424711555611581E-003   249.49651611634172        1.5807651477927489E-005  -6.2460610499649543E-004   1.9973999999999999E-002
          17   84.999997048021868        4.6431397016468050E-003   249.46031230654867        1.5805067636311098E-005  -6.1755467307065669E-004   1.9973999999999999E-002
          18   89.999996874376095        4.6438029916767579E-003   249.42378918567564        1.5802462709916944E-005  -6.1048195054071402E-004   1.9973999999999999E-002
          19   94.999996700730321        4.6444610242496855E-003   249.38698360993104        1.5799839183225746E-005  -6.0339161377488302E-004   1.9973999999999999E-002
          20   99.999996527084562        4.6451137991989919E-003   249.34993169643204        1.5797199492278072E-005  -5.9628729858762449E-004   1.9973999999999999E-002
